nro;nombre_archivo;id_revista;revista;pais;macroarea;metodologia;titulo;anio;autores;doi;url_fulltext;disciplina;objetivo_general;frase_inferencia;frase_muestreo;tipo_estudio;enfoque_metodologico;diseno_estudio;tamano_muestra;es_cuantitativo_con_inferencia;muestreo_probabilistico;muestreo_no_probabilistico;declara_tipo_muestreo;declara_calculo_tamano_muestral;reporta_intervalos_confianza;extrapola_a_poblacion;advierte_limites_muestreo;aplica_muestreo_inferencial;clasificacion_inferencial;motivo_principal;nivel_confianza_clasificacion;incumple_inferencia;software_estadistico;comentario_metodologico;area;macroarea_final;origen;estado;ruta_pdf_ref;clasificacion_original;clasificacion_recheck;clasificacion_final;aplicable_final;_reconfirmado
32;00366_Práticas_Educativas_Memórias_e_2020.pdf;55.0;Práticas Educativas, Memórias e Oralidades;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;O projeto de avaliação diagnóstica da rede pública estadual do Ceará: Análise dos descritores críticos em Matemática;2020.0;Luciano Nery Ferreira Filho;10.47149/pemo.v2i3.3622;https://revistas.uece.br/index.php/revpemo/article/view/3622;;;;;;;;;;;No declara;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00366_Práticas_Educativas_Memórias_e_2020.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
33;00372_Revista_Brasileira_de_Educação_2016.pdf;60.0;Revista Brasileira de Educação Física e Esporte : RBEFE;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Body dissatisfaction and sociodemographic, anthropometric and maturational factors among artistic gymnastics athletes;2016.0;"Clara Mockdece NEVES; Juliana Fernandes Filgueiras MEIRELES; Pedro Henrique Berbert de CARVALHO; Maria Elisa Caputo FERREIRA";10.1590/1807-55092016000100061;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092016000100061&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00372_Revista_Brasileira_de_Educação_2016.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
34;00376_Revista_Brasileira_de_Educação_2015.pdf;60.0;Revista Brasileira de Educação Física e Esporte : RBEFE;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Parâmetros bioquímicos e cinética de lactato sanguíneo de sujeitos HIV+ submetidos ao treinamento físico combinado;2015.0;"Joice Cristina dos Santos TROMBETA; Roberto Carlos VIEIRA JUNIOR; Túlio Augusto Bonfim FERNANDES; Cássio Charnoski RUBIM; Jonato PRESTES; Fabrício Azevedo VOLTARELLI";10.1590/1807-55092015000400519;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000400519&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00376_Revista_Brasileira_de_Educação_2015.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
35;00377_Revista_Brasileira_de_Educação_2015.pdf;60.0;Revista Brasileira de Educação Física e Esporte : RBEFE;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;A representação social de formação continuada de professores de Educação Física da rede estadual do Espírito Santo;2015.0;"Walk LOUREIRO; Francisco Eduardo CAPARROZ; Valter BRACHT";10.1590/1807-55092015000400571;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000400571&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00377_Revista_Brasileira_de_Educação_2015.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
36;00378_Revista_Brasileira_de_Educação_2015.pdf;60.0;Revista Brasileira de Educação Física e Esporte : RBEFE;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Evidência de validade do teste de conhecimento tático processual para orientação esportiva - TCTP: OE;2015.0;"Pablo Juan GRECO; Juan Carlos PEREZ MORALES; Layla Maria Campos ABURACHID; Schelyne Ribas da SILVA";10.1590/1807-55092015000200313;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000200313&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00378_Revista_Brasileira_de_Educação_2015.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
37;00379_Revista_Brasileira_de_Educação_2015.pdf;60.0;Revista Brasileira de Educação Física e Esporte : RBEFE;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Teste de conhecimento tático processual 3x3 com os pés: alternativa para a orientação esportiva;2015.0;"Henrique de Oliveira CASTRO; Juan Carlos Perez MORALES; Layla Maria Campos ABURACHID; Pablo Juan GRECO";10.1590/1807-55092015000400621;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000400621&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00379_Revista_Brasileira_de_Educação_2015.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
38;00380_Revista_Brasileira_de_Educação_2015.pdf;60.0;Revista Brasileira de Educação Física e Esporte : RBEFE;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Velocidade da bola no chute no futsal: comparação entre garotos com diferentes níveis de desempenho e correlação de variáveis preditoras do desempenho;2015.0;"Vitor Luiz de ANDRADE; Luiz Henrique Palucci VIEIRA; Bruno Luiz de Souza BEDO; Reinaldo MACARI; Fábio Pamplona MARIANO; Cesar Tadashi NODA; Paulo Roberto Pereira SANTIAGO";10.1590/1807-55092015000300371;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000300371&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00380_Revista_Brasileira_de_Educação_2015.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
39;00381_Revista_Brasileira_de_Educação_2015.pdf;60.0;Revista Brasileira de Educação Física e Esporte : RBEFE;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Nova proposta de teste incremental de remada na avaliação aeróbia de surfistas;2015.0;"Felipe Bercht CANOZZI; Bruno Honorato da SILVEIRA; Mariana Fernandes Mendes de OLIVEIRA; Fabrízio CAPUTO";10.1590/1807-55092015000300361;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000300361&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00381_Revista_Brasileira_de_Educação_2015.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
40;00384_Revista_Brasileira_de_Fruticul_2021.pdf;61.0;Revista Brasileira de Fruticultura;Brasil;Ciencias Agrarias y Ambientales;Experimental + Estadística;Sample size for postharvest quality traits of ‘Palmer’ mangoes;2021.0;"João Claudio Vilvert; Sérgio Tonetto de Freitas; Maria Aparecida Rodrigues Ferreira; Eleonora Barbosa Santiago da Costa; Edna Maria Mendes Aroucha";10.1590/0100-29452021014;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452021000500301&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00384_Revista_Brasileira_de_Fruticul_2021.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
41;00390_Revista_Brasileira_de_Fruticul_2015.pdf;61.0;Revista Brasileira de Fruticultura;Brasil;Ciencias Agrarias y Ambientales;Experimental + Estadística;DIAGNÓSTICO DA QUALIDADE DE MAÇÃS NO MERCADO VAREJISTA BRASILEIRO;2015.0;"LUIZ CARLOS ARGENTA; MARCELO JOSÉ VIEIRA; FRANCIELLE DE SOUZA; WALTER SÉRGIO PINTO PEREIRA; FERNANDO KAZUHIRO EDAGI";10.1590/0100-2945-047/14;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000100048&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00390_Revista_Brasileira_de_Fruticul_2015.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
42;00394_Revista_Brasileira_de_Nutrição_2024.pdf;62.0;Revista Brasileira de Nutrição Esportiva;Brasil;Ciencias Agrarias y Ambientales;Experimental + Estadística;Fatores associados ao uso de suplementos alimentares por praticantes de exercício físico atendidos em uma unidade de saúde;2024.0;"Emily Cristine  Costa Santos; Mariana de Santis Filgueiras; Patrícia Aparecida Fontes Vieira";10.22305/ict-unpa.v17.n2.1194;https://www.rbne.com.br/index.php/rbne/article/view/2335;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00394_Revista_Brasileira_de_Nutrição_2024.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
43;00395_Revista_Brasileira_de_Nutrição_2024.pdf;62.0;Revista Brasileira de Nutrição Esportiva;Brasil;Ciencias Agrarias y Ambientales;Experimental + Estadística;Perfil antropométrico e alimentar de atletas de fisiculturismo em suas diversas fases de competição em uma cidade do interior da Bahia;2024.0;"Grasiele Carmo da Silva; Luiz Gustavo Vieira Cardoso; Vivian Francielle  França; Laí­s Ferraz Brito Sousa; Vicente Bomfim Correia; Elvis Dourado Lopes; Nathana Thainá das Neves Selis";;https://www.rbne.com.br/index.php/rbne/article/view/1825;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00395_Revista_Brasileira_de_Nutrição_2024.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
44;00397_Revista_Brasileira_de_Nutrição_2024.pdf;62.0;Revista Brasileira de Nutrição Esportiva;Brasil;Ciencias Agrarias y Ambientales;Experimental + Estadística;Frequência de realização de dietas da moda entre adultos praticantes de musculação de uma academia da serra gaúcha;2024.0;"Patrick Schuvartz; Paloma Wazlawick; Bruna Bellincanta Nicoletto";10.22305/ict-unpa.v17.n3.1212;https://www.rbne.com.br/index.php/rbne/article/view/2298;;;;;;;;;;;Sí;;;;No;Sí;Sí;Debilidad importante;;;No;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00397_Revista_Brasileira_de_Nutrição_2024.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
45;00402_Revista_Brasileira_de_Parasito_2025.pdf;63.0;Revista Brasileira de Parasitologia Veterinária;Brasil;Ciencias Agrarias y Ambientales;Experimental + Estadística;First detection of Trypanosoma vivax in small ruminants in the state of Bahia;2025.0;"Jaqueline Queiroz Amorim Brandão; Hllytchaikra Ferraz Fehlberg; Cássia Matos Ribeiro; Tainara Ferreira Barbosa; Ernesto Souza Oliveira; Rebeca Mabel Oliveira Vieira; Quércia dos Santos Morais; Lucas José Luduverio Pizauro; Wendell Marcelo de Souza Perinotto; Joselito Nunes Costa; George Rego Albuquerque";10.1590/s1984-29612025053;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612025000300407&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00402_Revista_Brasileira_de_Parasito_2025.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
46;00405_Revista_Brasileira_de_Parasito_2024.pdf;63.0;Revista Brasileira de Parasitologia Veterinária;Brasil;Ciencias Agrarias y Ambientales;Experimental + Estadística;Centrorhynchus spp. (Acanthocephala) in South America: new anuran record and checklist of vertebrate hosts;2024.0;"Róger Jean Oliveira; Carolina Silveira Mascarenhas; Gertrud Müller";10.1590/s1984-29612024024;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612024000200405&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00405_Revista_Brasileira_de_Parasito_2024.pdf;Debilidad importante;Falla fuerte;Falla fuerte;True;True
47;00445_Revista_Gestão_Universitária_n_2023.pdf;75.0;Revista Gestão Universitária na América Latina;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Análise dos estilos de liderança: uma pesquisa sobre a percepção de acadêmicos do curso de administração;2023.0;"Gregory  Zeppenfeld; Andressa Schaurich dos Santos; Matheus Machado Laurini";10.5007/1983-4535.2023.e91312;https://periodicos.ufsc.br/index.php/gual/article/view/91312;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00445_Revista_Gestão_Universitária_n_2023.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
48;00446_Revista_Gestão_Universitária_n_2023.pdf;75.0;Revista Gestão Universitária na América Latina;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Uso de metodologias ativas no ensino de Big Data e Data Analytics (BD/DA): uma análise sob a ótica dos discentes de ciências contábeis;2023.0;"Elvis Araujo  Albertin; Claudio  Marques; Daniel Ramos Nogueira; Vitor Hideo Nasu";10.5007/1983-4535.2023.e90866;https://periodicos.ufsc.br/index.php/gual/article/view/90866;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00446_Revista_Gestão_Universitária_n_2023.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
49;00450_Revista_Gestão_Universitária_n_2022.pdf;75.0;Revista Gestão Universitária na América Latina;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Amanhã eu faço! Um estudo sobre a procrastinação no Curso de Ciências Contábeis;2022.0;"Deise Ferreira; Débora Gomes de  Gomes; Rodrigo Nobre Fernandez; Alexandre Costa Quintana";10.5007/1983-4535.2022.e80560;https://periodicos.ufsc.br/index.php/gual/article/view/80560;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00450_Revista_Gestão_Universitária_n_2022.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
50;00451_Revista_Gestão_Universitária_n_2022.pdf;75.0;Revista Gestão Universitária na América Latina;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Competências e habilidades atribuídas ao contador:  perspectivas de estudantes, egressos e empregadores da área contábil;2022.0;"Rayane Camila da Silva Sousa; Vagner Alves Arantes";10.5007/1983-4535.2022.e80550;https://periodicos.ufsc.br/index.php/gual/article/view/80550;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00451_Revista_Gestão_Universitária_n_2022.pdf;Debilidad importante;Falla fuerte;Falla fuerte;True;True
51;00492_Revista_de_Educação_PUC-Campin_2025.pdf;84.0;Revista de Educação PUC-Campinas;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;la Alfabetización y discapacidad en Uruguay;2025.0;Fabiana Meneses Carro;10.24220/2318-0870v30a2025e15076;https://periodicos.puc-campinas.edu.br/reveducacao/article/view/15076;;;;;;;;;;;No;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00492_Revista_de_Educação_PUC-Campin_2025.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
52;00496_Revista_de_Educação_PUC-Campin_2025.pdf;84.0;Revista de Educação PUC-Campinas;Brasil;Ciencias Agrarias y Ambientales;Inferencia Estadística;Custos dos restaurantes  universitários para as universidades  federais. ;2025.0;"Camila Eliza Fernandes Pazzini; Muriel da Silva Carneiro; Daniel Henrique Bandoni";10.24220/2318-0870v30a2025e15136;https://periodicos.puc-campinas.edu.br/reveducacao/article/view/15136;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00496_Revista_de_Educação_PUC-Campin_2025.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
53;00610_Revista_Criterios_2025.pdf;67.0;Revista Criterios;Colombia;Ciencias Agrarias y Ambientales;Inferencia Estadística;Fenomenología de la violencia en adolescentes: estrategias interdisciplinarias para su prevención en contextos escolares;2025.0;Idana Beroska Rincón Soto;;https://revistas.umariana.edu.co/index.php/Criterios/article/view/4701;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00610_Revista_Criterios_2025.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
54;00613_Revista_Criterios_2024.pdf;67.0;Revista Criterios;Colombia;Ciencias Agrarias y Ambientales;Inferencia Estadística;Percepciones e implicaciones del cuidado compasivo en una institución hospitalaria especializada de Medellín;2024.0;"Elena Suárez Cadavid; Julia Restrepo Arango; Mariantonia Lemos Hoyos; Paola Sanchez Zapata";;https://revistas.umariana.edu.co/index.php/Criterios/article/view/3689;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00613_Revista_Criterios_2024.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
55;00614_Revista_Criterios_2024.pdf;67.0;Revista Criterios;Colombia;Ciencias Agrarias y Ambientales;Inferencia Estadística;Evaluación del conocimiento sobre el cáncer de cuello uterino y su prevención en mujeres adolescentes del municipio de Ricaurte, Nariño, Colombia;2024.0;"Paola Andrea Ayala-Burbano; Jhon Jairo Paz";;https://revistas.umariana.edu.co/index.php/Criterios/article/view/4002;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00614_Revista_Criterios_2024.pdf;Falla fuerte;Debilidad importante;Debilidad importante;True;True
56;00620_Revista_Electrónica_en_Educaci_2025.pdf;70.0;Revista Electrónica en Educación y Pedagogía;Colombia;Ciencias Agrarias y Ambientales;Inferencia Estadística;Impacto del bienestar emocional en la motivación, metacognición, autorregulación y éxito académico de los estudiantes en nivel de secundaria;2025.0;"Elquin Eduardo Mejía- Loaiza; Luciano Matías Castillo- Poveda; Daiam Alexandra Díaz- Rodríguez; Jennifer Andrea Quiroga- Nivia; Mónica Astrid Perilla- León";10.15658/rev.electron.educ.pedagog25.06091610;https://revedupe.unicesmag.edu.co/index.php/EDUPE/article/view/466/675;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00620_Revista_Electrónica_en_Educaci_2025.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
57;00639_Tropical_Grasslands-Forrajes_T_2024.pdf;88.0;Tropical Grasslands-Forrajes Tropicales;Colombia;Ciencias Agrarias y Ambientales;Experimental + Estadística;Farmers’ evaluation and economic viability of Urochloa grasses  grown on Nitosol and Vertisol in middle elevations in Ethiopia;2024.0;"Beyadglign Hunegnaw; Yeshambel Mekuriaw; Bimrew Asmare; Shigdaf Mekuriaw";10.17138/tgft(12)116-124;https://www.tropicalgrasslands.info/index.php/tgft/article/view/1086;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00639_Tropical_Grasslands-Forrajes_T_2024.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
58;00647_Voces_y_Silencios_Revista_Lati_2026.pdf;90.0;Voces y Silencios: Revista Latinoamericana de Educación;Colombia;Ciencias Agrarias y Ambientales;Inferencia Estadística;Diseño de un curso de pensamiento computacional para estudiantes de artes y humanidades en una universidad colombiana;2026.0;"Santiago Ojeda Ramirez; Carola Hernandez";10.18175/VyS17.1.2026.5;https://revistas.uniandes.edu.co/index.php/vys/article/view/9414;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00647_Voces_y_Silencios_Revista_Lati_2026.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
59;00667_Revista_Andina_de_Educación_2026.pdf;59.0;Revista Andina de Educación;Ecuador;Ciencias Agrarias y Ambientales;Inferencia Estadística;Navigating the New Normal: Faculty Perception of Trust and Risks in Adopting Generative Artificial Intelligence in Higher Education;2026.0;"Shakeel Iqbal; Muhammad Naeem Khan";10.32719/26312816.6004;https://revistas.uasb.edu.ec/index.php/ree/article/view/6004;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\00667_Revista_Andina_de_Educación_2026.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
