id_muestra;macroarea;metodologia;pais;titulo;issn_impreso;issn_electronico;editor;idiomas;areas_tematicas;url_revista;url_doaj;proceso_revision;tiene_apc;articulos_a_revisar
311;Ingenieria y Tecnologia;Experimental;Colombia;Teknos Revista Científica;1900-7388;2539-2190;Sello Editorial Tecnológico Comfenalco;Portuguese, English, Spanish;Technology;https://www.revistas-tecnologicocomfenalco.info/index.php/teknos;https://doaj.org/toc/f60d5178c5ed49778f5f597518bc14a2;Double anonymous peer review;No;10
312;Ingenieria y Tecnologia;Experimental;Colombia;Visión Electrónica;1909-9746;2248-4728;Universidad Distrital Francisco José de Caldas;English, Spanish;Technology: Electrical engineering. Electronics. Nuclear engineering;https://revistas.udistrital.edu.co/ojs/index.php/visele;https://doaj.org/toc/43259ac863cf4eb2a51bd4542e135d84;Double anonymous peer review;No;10
313;Psicologia;Inferencia Estadística;Chile;Anales de Teología;;2735-6345;Universidad Católica de la Santísima Concepción;Italian, German, English, Spanish;Philosophy. Psychology. Religion: Doctrinal Theology;https://revistas.ucsc.cl/index.php/analesdeteologia/index;https://doaj.org/toc/82cba011bff744daaafc3092a515ec00;Double anonymous peer review;No;10
314;Psicologia;Inferencia Estadística;Argentina;Antiguos Jesuitas en Iberoamérica;;2314-3908;Centro de Investigaciones sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional de Córdoba;Spanish;History America: Latin America. Spanish America | Philosophy. Psychology. Religion: Christianity: History;https://revistas.unc.edu.ar/index.php/ihs/index;https://doaj.org/toc/36823a19711e421e89e250992e4eccd1;Double anonymous peer review;No;10
315;Psicologia;Inferencia Estadística;Brasil;Arquivo Maaravi: Revista Digital de Estudos Judaicos da UFMG;;1982-3053;Universidade Federal de Minas Gerais;Portuguese;Philosophy. Psychology. Religion: Judaism;https://periodicos.ufmg.br/index.php/maaravi/index;https://doaj.org/toc/ee61759f979141e8845775bb488f8609;Peer review;No;10
316;Psicologia;Inferencia Estadística;Colombia;Avances en Psicología Latinoamericana;1794-4724;2145-4515;Universidad del Rosario;Spanish, Portuguese, English;Philosophy. Psychology. Religion: Psychology;http://revistas.urosario.edu.co/index.php/apl;https://doaj.org/toc/c745d20c4178438591eeb9f35f97e964;Double anonymous peer review;No;10
317;Psicologia;Experimental + Estadística;Chile;Castalia;;0719-8051;Universidad Academia de Humanismo Cristiano;English, Spanish;Philosophy. Psychology. Religion: Psychology;http://revistas.academia.cl/index.php/castalia/index;https://doaj.org/toc/498035a8a38c480f80fbd20c9e8d0e77;Editorial review, Double anonymous peer review;No;10
318;Psicologia;Inferencia Estadística;Brasil;Fractal: Revista de Psicologia;;1984-0292;Universidade Federal Fluminense;Portuguese, English;Philosophy. Psychology. Religion: Psychology;http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-0292&lng=pt&nrm=iso;https://doaj.org/toc/4f9d1b1d954446ceb64199d41baed406;Anonymous peer review;No;10
319;Psicologia;Experimental + Estadística;Peru;Interacciones;2411-5940;2413-4465;Instituto Peruano de Orientación Psicológica – IPOPS;English;Philosophy. Psychology. Religion: Psychology;https://ojs.revistainteracciones.com/index.php/rin;https://doaj.org/toc/1d2b591c5d234fbc82368ca1ce556094;Double anonymous peer review;No;10
320;Psicologia;Experimental + Estadística;Colombia;International Journal of Psychological Research;2011-2084;2011-7922;Universidad san buenaventura;English;Philosophy. Psychology. Religion: Psychology;https://revistas.usb.edu.co/index.php/IJPR/index;https://doaj.org/toc/fd97239e293d42349f4c1d9d9eb866e2;Double anonymous peer review;No;10
321;Psicologia;Inferencia Estadística;Brasil;Paidéia (Ribeirão Preto);;1982-4327;Universidade de São Paulo;Spanish, Portuguese, English;Philosophy. Psychology. Religion: Psychology;https://www.scielo.br/j/paideia/;https://doaj.org/toc/1b41d801323d455285718f3e33f2894f;Anonymous peer review;No;10
322;Psicologia;Inferencia Estadística;Brasil;Psicologia Escolar e Educacional;1413-8557;2175-3539;Associação Brasileira de Psicologia Escolar e Educacional;English, Portuguese, Spanish;Philosophy. Psychology. Religion: Psychology;https://www.scielo.br/j/pee/;https://doaj.org/toc/150e603713124903a78819bca23535e5;Anonymous peer review, Double anonymous peer review;No;10
323;Psicologia;Inferencia Estadística;Brasil;Psicologia: Ciência e Profissão;1414-9893;1982-3703;Conselho Federal de Psicologia;Spanish, Portuguese, English;Philosophy. Psychology. Religion: Psychology;http://www.scielo.br/scielo.php?script=sci_serial&pid=1414-9893&lng=en&nrm=iso;https://doaj.org/toc/08f8b431df764fe09f71f9f88cad77ad;Double anonymous peer review;No;10
324;Psicologia;Inferencia Estadística;Brasil;Psicologia: Teoria e Pesquisa;0102-3772;1806-3446;Universidade de Brasília;Spanish, Portuguese, English;Philosophy. Psychology. Religion: Psychology;https://www.scielo.br/j/ptp/;https://doaj.org/toc/3931a595334945cf8e81c0d7082015dc;Peer review;No;10
325;Psicologia;Inferencia Estadística;Brasil;Revista Polis e Psique;;2238-152X;Universidade Federal do Rio Grande do Sul;Portuguese;Philosophy. Psychology. Religion: Psychology;http://seer.ufrgs.br/PolisePsique/index;https://doaj.org/toc/5e36503db490474fbd0e2da6bb87121a;Double anonymous peer review;No;10
326;Psicologia;Experimental + Estadística;Argentina;Revista de Psicología;;2422-572X;Universidad Nacional de La Plata;Spanish;Philosophy. Psychology. Religion: Psychology;https://revistas.unlp.edu.ar/revpsi/index;https://doaj.org/toc/a53610b16cd64c2e9e4df78cf03b92f8;Double anonymous peer review;No;10
327;Psicologia;Inferencia Estadística;Peru;Revista de Psicología;2306-0565;2311-7397;Universidad Católica San Pablo;Spanish;Philosophy. Psychology. Religion: Psychology;https://revistas.ucsp.edu.pe/index.php/psicologia;https://doaj.org/toc/4a0d59a6956f40109d98b4a7d10bdc14;Double anonymous peer review;No;10
